t_s,phase,channel,unit,value
15.170,static,VCCINT_V,V,0.805
15.170,static,VCCINT_I,A,4.6732
15.170,static,VCCINT,W,3.7845
15.170,static,VCC_SOC_V,V,0.8062
15.170,static,VCC_SOC_I,A,3.9248
15.170,static,VCC_SOC,W,3.1473
15.220,static,VCC_PMC_V,V,0.8788
15.220,static,VCC_PMC_I,A,0.152
15.220,static,VCC_PMC,W,0.1328
15.220,static,VCC_PSFP_V,V,0.88
15.220,static,VCC_PSFP_I,A,0.19
15.220,static,VCC_PSFP,W,0.1679
15.220,static,VCC_PSLP_CPM5_V,V,0.8788
15.220,static,VCC_PSLP_CPM5_I,A,1.959
15.220,static,VCC_PSLP_CPM5,W,1.7259
15.220,static,VCC1V1_LP4_V,V,1.1013
15.220,static,VCC1V1_LP4_I,A,1.085
15.220,static,VCC1V1_LP4,W,1.1953
15.270,static,VCCAUX_V,V,1.5037
15.270,static,VCCAUX_I,A,0.7585
15.270,static,VCCAUX,W,1.1414
15.270,static,VCCAUX_PMC_V,V,1.5025
15.270,static,VCCAUX_PMC_I,A,0.088
15.270,static,VCCAUX_PMC,W,0.132
15.773,static,VCCINT_V,V,0.805
15.773,static,VCCINT_I,A,4.5999
15.773,static,VCCINT,W,3.7845
15.823,static,VCC_SOC_V,V,0.8062
15.823,static,VCC_SOC_I,A,3.9202
15.823,static,VCC_SOC,W,3.1473
15.823,static,VCC_PMC_V,V,0.8788
15.823,static,VCC_PMC_I,A,0.152
15.823,static,VCC_PMC,W,0.1328
15.823,static,VCC_PSFP_V,V,0.88
15.823,static,VCC_PSFP_I,A,0.19
15.823,static,VCC_PSFP,W,0.1679
15.823,static,VCC_PSLP_CPM5_V,V,0.8788
15.823,static,VCC_PSLP_CPM5_I,A,1.959
15.823,static,VCC_PSLP_CPM5,W,1.7213
15.874,static,VCC1V1_LP4_V,V,1.1013
15.874,static,VCC1V1_LP4_I,A,1.09
15.874,static,VCC1V1_LP4,W,1.1953
15.874,static,VCCAUX_V,V,1.5037
15.874,static,VCCAUX_I,A,0.759
15.874,static,VCCAUX,W,1.1414
15.874,static,VCCAUX_PMC_V,V,1.5025
15.874,static,VCCAUX_PMC_I,A,0.0885
15.874,static,VCCAUX_PMC,W,0.1328
16.375,static,VCCINT_V,V,0.805
16.375,static,VCCINT_I,A,4.6732
16.375,static,VCCINT,W,3.7845
16.375,static,VCC_SOC_V,V,0.8062
16.375,static,VCC_SOC_I,A,3.9202
16.425,static,VCC_SOC,W,3.1473
16.425,static,VCC_PMC_V,V,0.8775
16.425,static,VCC_PMC_I,A,0.152
16.425,static,VCC_PMC,W,0.1328
16.425,static,VCC_PSFP_V,V,0.88
16.425,static,VCC_PSFP_I,A,0.1904
16.425,static,VCC_PSFP,W,0.1679
16.425,static,VCC_PSLP_CPM5_V,V,0.8788
16.425,static,VCC_PSLP_CPM5_I,A,1.9585
16.426,static,VCC_PSLP_CPM5,W,1.7213
16.426,static,VCC1V1_LP4_V,V,1.1025
16.476,static,VCC1V1_LP4_I,A,1.085
16.476,static,VCC1V1_LP4,W,1.1953
16.476,static,VCCAUX_V,V,1.5037
16.476,static,VCCAUX_I,A,0.7599
16.476,static,VCCAUX,W,1.1414
16.476,static,VCCAUX_PMC_V,V,1.5037
16.476,static,VCCAUX_PMC_I,A,0.088
16.476,static,VCCAUX_PMC,W,0.132
16.978,static,VCCINT_V,V,0.805
16.978,static,VCCINT_I,A,4.8002
16.978,static,VCCINT,W,3.9065
16.978,static,VCC_SOC_V,V,0.8062
16.978,static,VCC_SOC_I,A,3.9248
16.978,static,VCC_SOC,W,3.1473
17.028,static,VCC_PMC_V,V,0.8775
17.028,static,VCC_PMC_I,A,0.1515
17.028,static,VCC_PMC,W,0.1328
17.028,static,VCC_PSFP_V,V,0.88
17.028,static,VCC_PSFP_I,A,0.19
17.028,static,VCC_PSFP,W,0.1648
17.028,static,VCC_PSLP_CPM5_V,V,0.8788
17.028,static,VCC_PSLP_CPM5_I,A,1.959
17.028,static,VCC_PSLP_CPM5,W,1.7213
17.028,static,VCC1V1_LP4_V,V,1.1025
17.028,static,VCC1V1_LP4_I,A,1.09
17.078,static,VCC1V1_LP4,W,1.2032
17.078,static,VCCAUX_V,V,1.5025
17.078,static,VCCAUX_I,A,0.7595
17.078,static,VCCAUX,W,1.1414
17.078,static,VCCAUX_PMC_V,V,1.5025
17.078,static,VCCAUX_PMC_I,A,0.088
17.078,static,VCCAUX_PMC,W,0.132
17.580,static,VCCINT_V,V,0.805
17.580,static,VCCINT_I,A,5.1273
17.580,static,VCCINT,W,4.1507
17.630,static,VCC_SOC_V,V,0.8062
17.630,static,VCC_SOC_I,A,3.9202
17.630,static,VCC_SOC,W,3.1473
17.630,static,VCC_PMC_V,V,0.8775
17.630,static,VCC_PMC_I,A,0.152
17.630,static,VCC_PMC,W,0.1336
17.630,static,VCC_PSFP_V,V,0.8813
17.630,static,VCC_PSFP_I,A,0.19
17.630,static,VCC_PSFP,W,0.1679
17.630,static,VCC_PSLP_CPM5_V,V,0.8775
17.630,static,VCC_PSLP_CPM5_I,A,1.9585
17.680,static,VCC_PSLP_CPM5,W,1.7213
17.680,static,VCC1V1_LP4_V,V,1.1013
17.680,static,VCC1V1_LP4_I,A,1.085
17.680,static,VCC1V1_LP4,W,1.1875
17.680,static,VCCAUX_V,V,1.5037
17.680,static,VCCAUX_I,A,0.7599
17.680,static,VCCAUX,W,1.1445
17.680,static,VCCAUX_PMC_V,V,1.5025
17.680,static,VCCAUX_PMC_I,A,0.088
17.680,static,VCCAUX_PMC,W,0.132
18.182,static,VCCINT_V,V,0.805
18.182,static,VCCINT_I,A,5.4496
18.182,static,VCCINT,W,4.3948
18.233,static,VCC_SOC_V,V,0.8062
18.233,static,VCC_SOC_I,A,3.9553
18.233,static,VCC_SOC,W,3.1855
18.233,static,VCC_PMC_V,V,0.8775
18.233,static,VCC_PMC_I,A,0.152
18.233,static,VCC_PMC,W,0.1328
18.233,static,VCC_PSFP_V,V,0.8813
18.233,static,VCC_PSFP_I,A,0.204
18.233,static,VCC_PSFP,W,0.1831
18.233,static,VCC_PSLP_CPM5_V,V,0.8788
18.233,static,VCC_PSLP_CPM5_I,A,1.959
18.233,static,VCC_PSLP_CPM5,W,1.7213
18.283,static,VCC1V1_LP4_V,V,1.1025
18.283,static,VCC1V1_LP4_I,A,1.09
18.283,static,VCC1V1_LP4,W,1.1953
18.283,static,VCCAUX_V,V,1.5025
18.283,static,VCCAUX_I,A,0.7585
18.283,static,VCCAUX,W,1.1414
18.283,static,VCCAUX_PMC_V,V,1.5025
18.283,static,VCCAUX_PMC_I,A,0.0875
18.283,static,VCCAUX_PMC,W,0.132
18.785,static,VCCINT_V,V,0.805
18.785,static,VCCINT_I,A,5.3227
18.785,static,VCCINT,W,4.2728
18.785,static,VCC_SOC_V,V,0.8062
18.835,static,VCC_SOC_I,A,3.9248
18.835,static,VCC_SOC,W,3.1473
18.835,static,VCC_PMC_V,V,0.8775
18.835,static,VCC_PMC_I,A,0.152
18.835,static,VCC_PMC,W,0.1328
18.835,static,VCC_PSFP_V,V,0.88
18.835,static,VCC_PSFP_I,A,0.1904
18.835,static,VCC_PSFP,W,0.1709
18.835,static,VCC_PSLP_CPM5_V,V,0.8788
18.835,static,VCC_PSLP_CPM5_I,A,1.9585
18.835,static,VCC_PSLP_CPM5,W,1.7213
18.835,static,VCC1V1_LP4_V,V,1.1013
18.885,static,VCC1V1_LP4_I,A,1.085
18.885,static,VCC1V1_LP4,W,1.1953
18.885,static,VCCAUX_V,V,1.5037
18.885,static,VCCAUX_I,A,0.758
18.885,static,VCCAUX,W,1.1414
18.885,static,VCCAUX_PMC_V,V,1.5037
18.885,static,VCCAUX_PMC_I,A,0.088
18.885,static,VCCAUX_PMC,W,0.132
19.387,static,VCCINT_V,V,0.805
19.387,static,VCCINT_I,A,4.6732
19.437,static,VCCINT,W,3.7845
19.437,static,VCC_SOC_V,V,0.8062
19.437,static,VCC_SOC_I,A,3.95
19.437,static,VCC_SOC,W,3.1855
19.437,static,VCC_PMC_V,V,0.8775
19.437,static,VCC_PMC_I,A,0.152
19.437,static,VCC_PMC,W,0.1336
19.437,static,VCC_PSFP_V,V,0.88
19.437,static,VCC_PSFP_I,A,0.19
19.437,static,VCC_PSFP,W,0.1679
19.437,static,VCC_PSLP_CPM5_V,V,0.8775
19.487,static,VCC_PSLP_CPM5_I,A,1.9585
19.487,static,VCC_PSLP_CPM5,W,1.7167
19.487,static,VCC1V1_LP4_V,V,1.1025
19.487,static,VCC1V1_LP4_I,A,1.09
19.487,static,VCC1V1_LP4,W,1.1953
19.487,static,VCCAUX_V,V,1.5037
19.487,static,VCCAUX_I,A,0.7595
19.487,static,VCCAUX,W,1.1414
19.487,static,VCCAUX_PMC_V,V,1.5037
19.487,static,VCCAUX_PMC_I,A,0.088
19.487,static,VCCAUX_PMC,W,0.132
19.989,static,VCCINT_V,V,0.805
19.989,static,VCCINT_I,A,5.4008
19.989,static,VCCINT,W,4.3948
20.039,static,VCC_SOC_V,V,0.8062
20.039,static,VCC_SOC_I,A,3.9202
20.039,static,VCC_SOC,W,3.1473
20.039,static,VCC_PMC_V,V,0.8775
20.039,static,VCC_PMC_I,A,0.152
20.039,static,VCC_PMC,W,0.1328
20.039,static,VCC_PSFP_V,V,0.88
20.039,static,VCC_PSFP_I,A,0.19
20.039,static,VCC_PSFP,W,0.1679
20.039,static,VCC_PSLP_CPM5_V,V,0.8788
20.039,static,VCC_PSLP_CPM5_I,A,1.9585
20.039,static,VCC_PSLP_CPM5,W,1.7213
20.089,static,VCC1V1_LP4_V,V,1.1025
20.089,static,VCC1V1_LP4_I,A,1.085
20.089,static,VCC1V1_LP4,W,1.1875
20.089,static,VCCAUX_V,V,1.5037
20.089,static,VCCAUX_I,A,0.7599
20.089,static,VCCAUX,W,1.1445
20.089,static,VCCAUX_PMC_V,V,1.5037
20.089,static,VCCAUX_PMC_I,A,0.088
20.089,static,VCCAUX_PMC,W,0.132
20.642,static,VCCINT_V,V,0.805
20.642,static,VCCINT_I,A,5.2738
20.642,static,VCCINT,W,4.2728
20.642,static,VCC_SOC_V,V,0.8062
20.642,static,VCC_SOC_I,A,3.94
20.642,static,VCC_SOC,W,3.1664
20.642,static,VCC_PMC_V,V,0.8775
20.642,static,VCC_PMC_I,A,0.152
20.642,static,VCC_PMC,W,0.1336
20.642,static,VCC_PSFP_V,V,0.88
20.642,static,VCC_PSFP_I,A,0.193
20.642,static,VCC_PSFP,W,0.1679
20.642,static,VCC_PSLP_CPM5_V,V,0.8788
20.642,static,VCC_PSLP_CPM5_I,A,1.959
20.642,static,VCC_PSLP_CPM5,W,1.7213
20.642,static,VCC1V1_LP4_V,V,1.1013
20.692,static,VCC1V1_LP4_I,A,1.085
20.692,static,VCC1V1_LP4,W,1.1953
20.692,static,VCCAUX_V,V,1.5037
20.692,static,VCCAUX_I,A,0.759
20.692,static,VCCAUX,W,1.1414
20.692,static,VCCAUX_PMC_V,V,1.5037
20.692,static,VCCAUX_PMC_I,A,0.0885
20.692,static,VCCAUX_PMC,W,0.1328
21.194,static,VCCINT_V,V,0.805
21.244,static,VCCINT_I,A,4.5267
21.244,static,VCCINT,W,3.7845
21.244,static,VCC_SOC_V,V,0.8062
21.244,static,VCC_SOC_I,A,3.9248
21.244,static,VCC_SOC,W,3.1664
21.244,static,VCC_PMC_V,V,0.8775
21.244,static,VCC_PMC_I,A,0.152
21.244,static,VCC_PMC,W,0.1328
21.244,static,VCC_PSFP_V,V,0.88
21.244,static,VCC_PSFP_I,A,0.1965
21.244,static,VCC_PSFP,W,0.1679
21.244,static,VCC_PSLP_CPM5_V,V,0.8788
21.294,static,VCC_PSLP_CPM5_I,A,1.9585
21.294,static,VCC_PSLP_CPM5,W,1.7167
21.294,static,VCC1V1_LP4_V,V,1.1025
21.294,static,VCC1V1_LP4_I,A,1.09
21.294,static,VCC1V1_LP4,W,1.2032
21.294,static,VCCAUX_V,V,1.5037
21.294,static,VCCAUX_I,A,0.758
21.294,static,VCCAUX,W,1.1414
21.294,static,VCCAUX_PMC_V,V,1.5025
21.294,static,VCCAUX_PMC_I,A,0.0875
21.294,static,VCCAUX_PMC,W,0.132
21.796,static,VCCINT_V,V,0.805
21.796,static,VCCINT_I,A,4.5755
21.846,static,VCCINT,W,3.6624
21.846,static,VCC_SOC_V,V,0.8062
21.846,static,VCC_SOC_I,A,3.9248
21.846,static,VCC_SOC,W,3.1664
21.846,static,VCC_PMC_V,V,0.8775
21.846,static,VCC_PMC_I,A,0.152
21.846,static,VCC_PMC,W,0.1336
21.846,static,VCC_PSFP_V,V,0.8813
21.846,static,VCC_PSFP_I,A,0.1925
21.846,static,VCC_PSFP,W,0.1709
21.846,static,VCC_PSLP_CPM5_V,V,0.8788
21.896,static,VCC_PSLP_CPM5_I,A,1.9585
21.896,static,VCC_PSLP_CPM5,W,1.7213
21.896,static,VCC1V1_LP4_V,V,1.1013
21.896,static,VCC1V1_LP4_I,A,1.09
21.896,static,VCC1V1_LP4,W,1.1953
21.896,static,VCCAUX_V,V,1.5037
21.896,static,VCCAUX_I,A,0.758
21.896,static,VCCAUX,W,1.1414
21.896,static,VCCAUX_PMC_V,V,1.5037
21.896,static,VCCAUX_PMC_I,A,0.088
21.896,static,VCCAUX_PMC,W,0.132
22.448,static,VCCINT_V,V,0.805
22.448,static,VCCINT_I,A,4.5999
22.448,static,VCCINT,W,3.6624
22.448,static,VCC_SOC_V,V,0.8062
22.448,static,VCC_SOC_I,A,3.9446
22.448,static,VCC_SOC,W,3.1664
22.448,static,VCC_PMC_V,V,0.8775
22.448,static,VCC_PMC_I,A,0.152
22.448,static,VCC_PMC,W,0.1328
22.448,static,VCC_PSFP_V,V,0.88
22.448,static,VCC_PSFP_I,A,0.3734
22.448,static,VCC_PSFP,W,0.3266
22.448,static,VCC_PSLP_CPM5_V,V,0.8788
22.448,static,VCC_PSLP_CPM5_I,A,1.959
22.448,static,VCC_PSLP_CPM5,W,1.7213
22.499,static,VCC1V1_LP4_V,V,1.1025
22.499,static,VCC1V1_LP4_I,A,1.085
22.499,static,VCC1V1_LP4,W,1.2032
22.499,static,VCCAUX_V,V,1.5037
22.499,static,VCCAUX_I,A,0.7575
22.499,static,VCCAUX,W,1.1414
22.499,static,VCCAUX_PMC_V,V,1.5025
22.499,static,VCCAUX_PMC_I,A,0.0885
22.499,static,VCCAUX_PMC,W,0.1328
23.051,static,VCCINT_V,V,0.805
23.051,static,VCCINT_I,A,4.4486
23.051,static,VCCINT,W,3.5403
23.051,static,VCC_SOC_V,V,0.8062
23.051,static,VCC_SOC_I,A,3.9248
23.051,static,VCC_SOC,W,3.1473
23.051,static,VCC_PMC_V,V,0.8775
23.051,static,VCC_PMC_I,A,0.152
23.051,static,VCC_PMC,W,0.1336
23.051,static,VCC_PSFP_V,V,0.88
23.051,static,VCC_PSFP_I,A,0.1915
23.051,static,VCC_PSFP,W,0.1679
23.101,static,VCC_PSLP_CPM5_V,V,0.8788
23.101,static,VCC_PSLP_CPM5_I,A,1.9585
23.101,static,VCC_PSLP_CPM5,W,1.7213
23.101,static,VCC1V1_LP4_V,V,1.1013
23.101,static,VCC1V1_LP4_I,A,1.09
23.101,static,VCC1V1_LP4,W,1.2032
23.101,static,VCCAUX_V,V,1.5037
23.101,static,VCCAUX_I,A,0.7575
23.101,static,VCCAUX,W,1.1414
23.101,static,VCCAUX_PMC_V,V,1.5037
23.101,static,VCCAUX_PMC_I,A,0.0875
23.151,static,VCCAUX_PMC,W,0.132
23.653,static,VCCINT_V,V,0.805
23.653,static,VCCINT_I,A,5.225
23.653,static,VCCINT,W,4.1507
23.653,static,VCC_SOC_V,V,0.8062
23.653,static,VCC_SOC_I,A,3.9248
23.653,static,VCC_SOC,W,3.1473
23.653,static,VCC_PMC_V,V,0.8788
23.653,static,VCC_PMC_I,A,0.152
23.653,static,VCC_PMC,W,0.1328
23.653,static,VCC_PSFP_V,V,0.88
23.653,static,VCC_PSFP_I,A,0.4265
23.653,static,VCC_PSFP,W,0.3754
23.703,static,VCC_PSLP_CPM5_V,V,0.8788
23.703,static,VCC_PSLP_CPM5_I,A,1.9585
23.703,static,VCC_PSLP_CPM5,W,1.7213
23.704,static,VCC1V1_LP4_V,V,1.1025
23.704,static,VCC1V1_LP4_I,A,1.09
23.704,static,VCC1V1_LP4,W,1.2032
23.704,static,VCCAUX_V,V,1.5037
23.704,static,VCCAUX_I,A,0.759
23.704,static,VCCAUX,W,1.1414
23.704,static,VCCAUX_PMC_V,V,1.5037
23.704,static,VCCAUX_PMC_I,A,0.088
23.704,static,VCCAUX_PMC,W,0.132
24.256,static,VCCINT_V,V,0.805
24.256,static,VCCINT_I,A,5.225
24.256,static,VCCINT,W,4.1507
24.256,static,VCC_SOC_V,V,0.8062
24.256,static,VCC_SOC_I,A,3.9248
24.256,static,VCC_SOC,W,3.1473
24.256,static,VCC_PMC_V,V,0.8775
24.256,static,VCC_PMC_I,A,0.152
24.256,static,VCC_PMC,W,0.1328
24.256,static,VCC_PSFP_V,V,0.88
24.256,static,VCC_PSFP_I,A,0.19
24.256,static,VCC_PSFP,W,0.1679
24.256,static,VCC_PSLP_CPM5_V,V,0.8775
24.256,static,VCC_PSLP_CPM5_I,A,1.9585
24.306,static,VCC_PSLP_CPM5,W,1.7167
24.306,static,VCC1V1_LP4_V,V,1.1013
24.306,static,VCC1V1_LP4_I,A,1.09
24.306,static,VCC1V1_LP4,W,1.1953
24.306,static,VCCAUX_V,V,1.5037
24.306,static,VCCAUX_I,A,0.7599
24.306,static,VCCAUX,W,1.1445
24.306,static,VCCAUX_PMC_V,V,1.5037
24.306,static,VCCAUX_PMC_I,A,0.088
24.306,static,VCCAUX_PMC,W,0.132
24.860,static,VCCINT_V,V,0.805
24.860,static,VCCINT_I,A,4.9515
24.860,static,VCCINT,W,3.9065
24.860,static,VCC_SOC_V,V,0.8062
24.860,static,VCC_SOC_I,A,3.9202
24.860,static,VCC_SOC,W,3.1473
24.860,static,VCC_PMC_V,V,0.8775
24.860,static,VCC_PMC_I,A,0.152
24.860,static,VCC_PMC,W,0.1336
24.860,static,VCC_PSFP_V,V,0.88
24.860,static,VCC_PSFP_I,A,0.19
24.860,static,VCC_PSFP,W,0.1648
24.910,static,VCC_PSLP_CPM5_V,V,0.8788
24.910,static,VCC_PSLP_CPM5_I,A,1.9585
24.910,static,VCC_PSLP_CPM5,W,1.7213
24.910,static,VCC1V1_LP4_V,V,1.1013
24.910,static,VCC1V1_LP4_I,A,1.09
24.910,static,VCC1V1_LP4,W,1.1953
24.910,static,VCCAUX_V,V,1.5037
24.910,static,VCCAUX_I,A,0.7595
24.910,static,VCCAUX,W,1.1414
24.910,static,VCCAUX_PMC_V,V,1.5037
24.910,static,VCCAUX_PMC_I,A,0.088
24.960,static,VCCAUX_PMC,W,0.132
25.462,static,VCCINT_V,V,0.805
25.462,static,VCCINT_I,A,4.6976
25.462,static,VCCINT,W,3.7845
25.462,static,VCC_SOC_V,V,0.805
25.462,static,VCC_SOC_I,A,3.9202
25.462,static,VCC_SOC,W,3.1473
25.462,static,VCC_PMC_V,V,0.8775
25.462,static,VCC_PMC_I,A,0.1515
25.462,static,VCC_PMC,W,0.1328
25.462,static,VCC_PSFP_V,V,0.88
25.462,static,VCC_PSFP_I,A,0.19
25.462,static,VCC_PSFP,W,0.1679
25.512,static,VCC_PSLP_CPM5_V,V,0.8788
25.512,static,VCC_PSLP_CPM5_I,A,1.9585
25.512,static,VCC_PSLP_CPM5,W,1.7167
25.512,static,VCC1V1_LP4_V,V,1.1025
25.512,static,VCC1V1_LP4_I,A,1.085
25.512,static,VCC1V1_LP4,W,1.1953
25.512,static,VCCAUX_V,V,1.5037
25.512,static,VCCAUX_I,A,0.7575
25.512,static,VCCAUX,W,1.1414
25.512,static,VCCAUX_PMC_V,V,1.5025
25.512,static,VCCAUX_PMC_I,A,0.0875
25.512,static,VCCAUX_PMC,W,0.132
26.064,static,VCCINT_V,V,0.805
26.064,static,VCCINT_I,A,4.9271
26.064,static,VCCINT,W,4.0286
26.064,static,VCC_SOC_V,V,0.8062
26.064,static,VCC_SOC_I,A,3.9202
26.064,static,VCC_SOC,W,3.1473
26.064,static,VCC_PMC_V,V,0.8775
26.064,static,VCC_PMC_I,A,0.152
26.064,static,VCC_PMC,W,0.1328
26.064,static,VCC_PSFP_V,V,0.88
26.064,static,VCC_PSFP_I,A,0.19
26.064,static,VCC_PSFP,W,0.1648
26.064,static,VCC_PSLP_CPM5_V,V,0.8788
26.114,static,VCC_PSLP_CPM5_I,A,1.9585
26.114,static,VCC_PSLP_CPM5,W,1.7213
26.114,static,VCC1V1_LP4_V,V,1.1025
26.114,static,VCC1V1_LP4_I,A,1.085
26.114,static,VCC1V1_LP4,W,1.1953
26.114,static,VCCAUX_V,V,1.5037
26.114,static,VCCAUX_I,A,0.7585
26.114,static,VCCAUX,W,1.1414
26.114,static,VCCAUX_PMC_V,V,1.5037
26.114,static,VCCAUX_PMC_I,A,0.0875
26.114,static,VCCAUX_PMC,W,0.132
26.666,static,VCCINT_V,V,0.805
26.666,static,VCCINT_I,A,4.6488
26.666,static,VCCINT,W,3.7845
26.666,static,VCC_SOC_V,V,0.8062
26.666,static,VCC_SOC_I,A,3.9248
26.666,static,VCC_SOC,W,3.1473
26.666,static,VCC_PMC_V,V,0.8788
26.666,static,VCC_PMC_I,A,0.152
26.666,static,VCC_PMC,W,0.1328
26.666,static,VCC_PSFP_V,V,0.88
26.666,static,VCC_PSFP_I,A,0.19
26.717,static,VCC_PSFP,W,0.1679
26.717,static,VCC_PSLP_CPM5_V,V,0.8788
26.717,static,VCC_PSLP_CPM5_I,A,1.9585
26.717,static,VCC_PSLP_CPM5,W,1.7167
26.717,static,VCC1V1_LP4_V,V,1.1013
26.717,static,VCC1V1_LP4_I,A,1.13
26.717,static,VCC1V1_LP4,W,1.2422
26.717,static,VCCAUX_V,V,1.5025
26.717,static,VCCAUX_I,A,0.7595
26.717,static,VCCAUX,W,1.1414
26.717,static,VCCAUX_PMC_V,V,1.5037
26.717,static,VCCAUX_PMC_I,A,0.0875
26.767,static,VCCAUX_PMC,W,0.132
27.269,static,VCCINT_V,V,0.805
27.269,static,VCCINT_I,A,5.2494
27.269,static,VCCINT,W,4.2728
27.269,static,VCC_SOC_V,V,0.8062
27.269,static,VCC_SOC_I,A,3.9202
27.269,static,VCC_SOC,W,3.1473
27.269,static,VCC_PMC_V,V,0.8788
27.269,static,VCC_PMC_I,A,0.1515
27.269,static,VCC_PMC,W,0.1328
27.269,static,VCC_PSFP_V,V,0.88
27.269,static,VCC_PSFP_I,A,0.19
27.269,static,VCC_PSFP,W,0.1648
27.319,static,VCC_PSLP_CPM5_V,V,0.8788
27.319,static,VCC_PSLP_CPM5_I,A,1.9585
27.319,static,VCC_PSLP_CPM5,W,1.7213
27.319,static,VCC1V1_LP4_V,V,1.1025
27.319,static,VCC1V1_LP4_I,A,1.09
27.319,static,VCC1V1_LP4,W,1.1953
27.319,static,VCCAUX_V,V,1.5025
27.319,static,VCCAUX_I,A,0.759
27.319,static,VCCAUX,W,1.1414
27.319,static,VCCAUX_PMC_V,V,1.5037
27.319,static,VCCAUX_PMC_I,A,0.0875
27.319,static,VCCAUX_PMC,W,0.132
27.871,static,VCCINT_V,V,0.805
27.871,static,VCCINT_I,A,4.6244
27.871,static,VCCINT,W,3.7845
27.871,static,VCC_SOC_V,V,0.8062
27.871,static,VCC_SOC_I,A,3.9446
27.871,static,VCC_SOC,W,3.1664
27.871,static,VCC_PMC_V,V,0.8775
27.871,static,VCC_PMC_I,A,0.1515
27.871,static,VCC_PMC,W,0.1328
27.921,static,VCC_PSFP_V,V,0.8813
27.921,static,VCC_PSFP_I,A,0.1954
27.921,static,VCC_PSFP,W,0.1709
27.921,static,VCC_PSLP_CPM5_V,V,0.8775
27.921,static,VCC_PSLP_CPM5_I,A,1.9581
27.921,static,VCC_PSLP_CPM5,W,1.7167
27.921,static,VCC1V1_LP4_V,V,1.1025
27.921,static,VCC1V1_LP4_I,A,1.09
27.921,static,VCC1V1_LP4,W,1.1953
27.921,static,VCCAUX_V,V,1.5025
27.921,static,VCCAUX_I,A,0.758
27.921,static,VCCAUX,W,1.1414
27.921,static,VCCAUX_PMC_V,V,1.5025
27.921,static,VCCAUX_PMC_I,A,0.088
27.921,static,VCCAUX_PMC,W,0.132
28.474,static,VCCINT_V,V,0.805
28.474,static,VCCINT_I,A,4.6244
28.474,static,VCCINT,W,3.6624
28.474,static,VCC_SOC_V,V,0.8062
28.474,static,VCC_SOC_I,A,3.9248
28.474,static,VCC_SOC,W,3.1473
28.474,static,VCC_PMC_V,V,0.8775
28.474,static,VCC_PMC_I,A,0.152
28.474,static,VCC_PMC,W,0.1336
28.474,static,VCC_PSFP_V,V,0.88
28.474,static,VCC_PSFP_I,A,0.19
28.524,static,VCC_PSFP,W,0.1679
28.524,static,VCC_PSLP_CPM5_V,V,0.8775
28.524,static,VCC_PSLP_CPM5_I,A,1.9585
28.524,static,VCC_PSLP_CPM5,W,1.7167
28.524,static,VCC1V1_LP4_V,V,1.1025
28.524,static,VCC1V1_LP4_I,A,1.09
28.524,static,VCC1V1_LP4,W,1.2032
28.524,static,VCCAUX_V,V,1.5037
28.524,static,VCCAUX_I,A,0.7575
28.524,static,VCCAUX,W,1.1414
28.524,static,VCCAUX_PMC_V,V,1.5025
28.574,static,VCCAUX_PMC_I,A,0.088
28.574,static,VCCAUX_PMC,W,0.132
29.076,static,VCCINT_V,V,0.805
29.076,static,VCCINT_I,A,4.8978
29.076,static,VCCINT,W,3.9065
29.076,static,VCC_SOC_V,V,0.8062
29.076,static,VCC_SOC_I,A,3.9553
29.076,static,VCC_SOC,W,3.1855
29.076,static,VCC_PMC_V,V,0.8775
29.076,static,VCC_PMC_I,A,0.152
29.076,static,VCC_PMC,W,0.1336
29.076,static,VCC_PSFP_V,V,0.8813
29.076,static,VCC_PSFP_I,A,0.1961
29.076,static,VCC_PSFP,W,0.1709
29.126,static,VCC_PSLP_CPM5_V,V,0.8788
29.126,static,VCC_PSLP_CPM5_I,A,1.9585
29.126,static,VCC_PSLP_CPM5,W,1.7167
29.126,static,VCC1V1_LP4_V,V,1.1025
29.126,static,VCC1V1_LP4_I,A,1.09
29.126,static,VCC1V1_LP4,W,1.2032
29.126,static,VCCAUX_V,V,1.5037
29.126,static,VCCAUX_I,A,0.758
29.126,static,VCCAUX,W,1.1414
29.126,static,VCCAUX_PMC_V,V,1.5025
29.126,static,VCCAUX_PMC_I,A,0.0875
29.126,static,VCCAUX_PMC,W,0.132
29.678,static,VCCINT_V,V,0.805
29.678,static,VCCINT_I,A,4.3265
29.678,static,VCCINT,W,3.5403
29.678,static,VCC_SOC_V,V,0.8062
29.678,static,VCC_SOC_I,A,3.9202
29.678,static,VCC_SOC,W,3.1473
29.678,static,VCC_PMC_V,V,0.8775
29.678,static,VCC_PMC_I,A,0.1515
29.678,static,VCC_PMC,W,0.1328
29.729,static,VCC_PSFP_V,V,0.8813
29.729,static,VCC_PSFP_I,A,0.1904
29.729,static,VCC_PSFP,W,0.1679
29.729,static,VCC_PSLP_CPM5_V,V,0.8788
29.729,static,VCC_PSLP_CPM5_I,A,1.9585
29.729,static,VCC_PSLP_CPM5,W,1.7167
29.729,static,VCC1V1_LP4_V,V,1.1025
29.729,static,VCC1V1_LP4_I,A,1.09
29.729,static,VCC1V1_LP4,W,1.2032
29.729,static,VCCAUX_V,V,1.5037
29.729,static,VCCAUX_I,A,0.7595
29.729,static,VCCAUX,W,1.1414
29.729,static,VCCAUX_PMC_V,V,1.5037
29.729,static,VCCAUX_PMC_I,A,0.088
