t_s,phase,channel,unit,value
566.449,graph,VCC_PMC_V,V,0.8775
566.449,graph,VCC_PMC_I,A,0.1515
566.449,graph,VCC_PMC,W,0.1328
566.499,graph,VCC_PSFP_V,V,0.88
566.499,graph,VCC_PSFP_I,A,0.2
566.499,graph,VCC_PSFP,W,0.174
566.499,graph,VCC_PSLP_CPM5_V,V,0.8788
566.499,graph,VCC_PSLP_CPM5_I,A,1.9581
566.499,graph,VCC_PSLP_CPM5,W,1.7213
566.499,graph,VCC1V1_LP4_V,V,1.1025
566.499,graph,VCC1V1_LP4_I,A,1.09
566.499,graph,VCC1V1_LP4,W,1.1953
566.499,graph,VCCAUX_V,V,1.5037
566.499,graph,VCCAUX_I,A,0.759
566.499,graph,VCCAUX,W,1.1414
566.549,graph,VCCAUX_PMC_V,V,1.5025
566.549,graph,VCCAUX_PMC_I,A,0.0875
566.549,graph,VCCAUX_PMC,W,0.132
567.051,graph,VCCINT_V,V,0.805
567.051,graph,VCCINT_I,A,4.849
567.051,graph,VCCINT,W,3.9065
567.051,graph,VCC_SOC_V,V,0.8062
567.051,graph,VCC_SOC_I,A,3.9149
567.051,graph,VCC_SOC,W,3.1473
567.051,graph,VCC_PMC_V,V,0.8775
567.051,graph,VCC_PMC_I,A,0.152
567.051,graph,VCC_PMC,W,0.1328
567.051,graph,VCC_PSFP_V,V,0.88
567.101,graph,VCC_PSFP_I,A,0.1895
567.101,graph,VCC_PSFP,W,0.1648
567.101,graph,VCC_PSLP_CPM5_V,V,0.8788
567.101,graph,VCC_PSLP_CPM5_I,A,1.9581
567.101,graph,VCC_PSLP_CPM5,W,1.7167
567.101,graph,VCC1V1_LP4_V,V,1.1025
567.101,graph,VCC1V1_LP4_I,A,1.09
567.101,graph,VCC1V1_LP4,W,1.2032
567.101,graph,VCCAUX_V,V,1.5037
567.101,graph,VCCAUX_I,A,0.7585
567.101,graph,VCCAUX,W,1.1414
567.151,graph,VCCAUX_PMC_V,V,1.5037
567.151,graph,VCCAUX_PMC_I,A,0.088
567.151,graph,VCCAUX_PMC,W,0.132
567.653,graph,VCCINT_V,V,0.805
567.653,graph,VCCINT_I,A,5.2494
567.653,graph,VCCINT,W,4.2728
567.653,graph,VCC_SOC_V,V,0.805
567.653,graph,VCC_SOC_I,A,3.94
567.653,graph,VCC_SOC,W,3.1664
567.703,graph,VCC_PMC_V,V,0.8775
567.703,graph,VCC_PMC_I,A,0.152
567.703,graph,VCC_PMC,W,0.1328
567.703,graph,VCC_PSFP_V,V,0.8813
567.703,graph,VCC_PSFP_I,A,0.2075
567.703,graph,VCC_PSFP,W,0.1831
567.703,graph,VCC_PSLP_CPM5_V,V,0.8788
567.703,graph,VCC_PSLP_CPM5_I,A,1.9581
567.703,graph,VCC_PSLP_CPM5,W,1.7167
567.703,graph,VCC1V1_LP4_V,V,1.1025
567.703,graph,VCC1V1_LP4_I,A,1.085
567.703,graph,VCC1V1_LP4,W,1.1953
567.754,graph,VCCAUX_V,V,1.5037
567.754,graph,VCCAUX_I,A,0.7575
567.754,graph,VCCAUX,W,1.1414
567.754,graph,VCCAUX_PMC_V,V,1.5025
567.754,graph,VCCAUX_PMC_I,A,0.088
567.754,graph,VCCAUX_PMC,W,0.132
568.256,graph,VCCINT_V,V,0.805
568.256,graph,VCCINT_I,A,4.4241
568.256,graph,VCCINT,W,3.5403
568.256,graph,VCC_SOC_V,V,0.8062
568.256,graph,VCC_SOC_I,A,3.9202
568.256,graph,VCC_SOC,W,3.1473
568.256,graph,VCC_PMC_V,V,0.8775
568.256,graph,VCC_PMC_I,A,0.1515
568.306,graph,VCC_PMC,W,0.1328
568.306,graph,VCC_PSFP_V,V,0.88
568.306,graph,VCC_PSFP_I,A,0.19
568.306,graph,VCC_PSFP,W,0.1679
568.306,graph,VCC_PSLP_CPM5_V,V,0.8775
568.306,graph,VCC_PSLP_CPM5_I,A,1.9581
568.306,graph,VCC_PSLP_CPM5,W,1.7167
568.306,graph,VCC1V1_LP4_V,V,1.1013
568.306,graph,VCC1V1_LP4_I,A,1.105
568.306,graph,VCC1V1_LP4,W,1.2188
568.306,graph,VCCAUX_V,V,1.5037
568.306,graph,VCCAUX_I,A,0.7575
568.356,graph,VCCAUX,W,1.1414
568.356,graph,VCCAUX_PMC_V,V,1.5037
568.356,graph,VCCAUX_PMC_I,A,0.0875
568.356,graph,VCCAUX_PMC,W,0.132
568.858,graph,VCCINT_V,V,0.805
568.858,graph,VCCINT_I,A,5.0492
568.858,graph,VCCINT,W,4.1507
568.858,graph,VCC_SOC_V,V,0.8062
568.858,graph,VCC_SOC_I,A,3.9202
568.858,graph,VCC_SOC,W,3.1473
568.858,graph,VCC_PMC_V,V,0.8775
568.858,graph,VCC_PMC_I,A,0.1515
568.858,graph,VCC_PMC,W,0.1328
568.908,graph,VCC_PSFP_V,V,0.88
568.908,graph,VCC_PSFP_I,A,0.1895
568.908,graph,VCC_PSFP,W,0.1648
568.908,graph,VCC_PSLP_CPM5_V,V,0.8788
568.908,graph,VCC_PSLP_CPM5_I,A,1.9575
568.908,graph,VCC_PSLP_CPM5,W,1.7167
568.908,graph,VCC1V1_LP4_V,V,1.1025
568.908,graph,VCC1V1_LP4_I,A,1.085
568.908,graph,VCC1V1_LP4,W,1.1953
568.908,graph,VCCAUX_V,V,1.5037
568.908,graph,VCCAUX_I,A,0.7575
568.908,graph,VCCAUX,W,1.1414
568.959,graph,VCCAUX_PMC_V,V,1.5037
568.959,graph,VCCAUX_PMC_I,A,0.0875
568.959,graph,VCCAUX_PMC,W,0.132
569.461,graph,VCCINT_V,V,0.8062
569.461,graph,VCCINT_I,A,4.6976
569.461,graph,VCCINT,W,3.7845
569.461,graph,VCC_SOC_V,V,0.8062
569.461,graph,VCC_SOC_I,A,3.9248
569.461,graph,VCC_SOC,W,3.1473
569.511,graph,VCC_PMC_V,V,0.8775
569.511,graph,VCC_PMC_I,A,0.1515
569.511,graph,VCC_PMC,W,0.1328
569.511,graph,VCC_PSFP_V,V,0.8813
569.511,graph,VCC_PSFP_I,A,0.1915
569.511,graph,VCC_PSFP,W,0.1679
569.511,graph,VCC_PSLP_CPM5_V,V,0.8788
569.511,graph,VCC_PSLP_CPM5_I,A,1.9581
569.511,graph,VCC_PSLP_CPM5,W,1.7213
569.511,graph,VCC1V1_LP4_V,V,1.1025
569.511,graph,VCC1V1_LP4_I,A,1.09
569.511,graph,VCC1V1_LP4,W,1.1953
569.561,graph,VCCAUX_V,V,1.5037
569.561,graph,VCCAUX_I,A,0.7585
569.561,graph,VCCAUX,W,1.1414
569.561,graph,VCCAUX_PMC_V,V,1.5025
569.561,graph,VCCAUX_PMC_I,A,0.088
569.561,graph,VCCAUX_PMC,W,0.132
570.063,graph,VCCINT_V,V,0.805
570.063,graph,VCCINT_I,A,5.0736
570.063,graph,VCCINT,W,4.0286
570.063,graph,VCC_SOC_V,V,0.8062
570.063,graph,VCC_SOC_I,A,3.9202
570.063,graph,VCC_SOC,W,3.1473
570.114,graph,VCC_PMC_V,V,0.8775
570.114,graph,VCC_PMC_I,A,0.1515
570.114,graph,VCC_PMC,W,0.1328
570.114,graph,VCC_PSFP_V,V,0.88
570.114,graph,VCC_PSFP_I,A,0.19
570.114,graph,VCC_PSFP,W,0.1648
570.114,graph,VCC_PSLP_CPM5_V,V,0.8788
570.114,graph,VCC_PSLP_CPM5_I,A,1.9581
570.114,graph,VCC_PSLP_CPM5,W,1.7213
570.114,graph,VCC1V1_LP4_V,V,1.1025
570.114,graph,VCC1V1_LP4_I,A,1.085
570.114,graph,VCC1V1_LP4,W,1.2032
570.164,graph,VCCAUX_V,V,1.5025
570.164,graph,VCCAUX_I,A,0.759
570.164,graph,VCCAUX,W,1.1414
570.164,graph,VCCAUX_PMC_V,V,1.5025
570.164,graph,VCCAUX_PMC_I,A,0.088
570.164,graph,VCCAUX_PMC,W,0.132
570.666,graph,VCCINT_V,V,0.805
570.666,graph,VCCINT_I,A,5.2494
570.666,graph,VCCINT,W,4.1507
570.666,graph,VCC_SOC_V,V,0.8062
570.666,graph,VCC_SOC_I,A,3.9202
570.666,graph,VCC_SOC,W,3.1473
570.666,graph,VCC_PMC_V,V,0.8775
570.666,graph,VCC_PMC_I,A,0.152
570.716,graph,VCC_PMC,W,0.1336
570.716,graph,VCC_PSFP_V,V,0.8813
570.716,graph,VCC_PSFP_I,A,0.4595
570.716,graph,VCC_PSFP,W,0.4059
570.716,graph,VCC_PSLP_CPM5_V,V,0.8788
570.716,graph,VCC_PSLP_CPM5_I,A,1.9585
570.716,graph,VCC_PSLP_CPM5,W,1.7167
570.716,graph,VCC1V1_LP4_V,V,1.1025
570.716,graph,VCC1V1_LP4_I,A,1.125
570.716,graph,VCC1V1_LP4,W,1.2344
570.716,graph,VCCAUX_V,V,1.5037
570.767,graph,VCCAUX_I,A,0.759
570.767,graph,VCCAUX,W,1.1414
570.767,graph,VCCAUX_PMC_V,V,1.5025
570.767,graph,VCCAUX_PMC_I,A,0.0875
570.767,graph,VCCAUX_PMC,W,0.1313
571.269,graph,VCCINT_V,V,0.805
571.269,graph,VCCINT_I,A,4.8734
571.269,graph,VCCINT,W,3.9065
571.269,graph,VCC_SOC_V,V,0.8062
571.319,graph,VCC_SOC_I,A,3.9202
571.319,graph,VCC_SOC,W,3.1473
571.319,graph,VCC_PMC_V,V,0.8775
571.319,graph,VCC_PMC_I,A,0.152
571.319,graph,VCC_PMC,W,0.1328
571.319,graph,VCC_PSFP_V,V,0.88
571.319,graph,VCC_PSFP_I,A,0.1895
571.319,graph,VCC_PSFP,W,0.1648
571.319,graph,VCC_PSLP_CPM5_V,V,0.8788
571.319,graph,VCC_PSLP_CPM5_I,A,1.9581
571.319,graph,VCC_PSLP_CPM5,W,1.7167
571.319,graph,VCC1V1_LP4_V,V,1.1025
571.369,graph,VCC1V1_LP4_I,A,1.09
571.369,graph,VCC1V1_LP4,W,1.2032
571.369,graph,VCCAUX_V,V,1.5037
571.369,graph,VCCAUX_I,A,0.7575
571.369,graph,VCCAUX,W,1.1414
571.369,graph,VCCAUX_PMC_V,V,1.5037
571.369,graph,VCCAUX_PMC_I,A,0.088
571.369,graph,VCCAUX_PMC,W,0.132
571.871,graph,VCCINT_V,V,0.805
571.871,graph,VCCINT_I,A,4.7757
571.871,graph,VCCINT,W,3.7845
571.871,graph,VCC_SOC_V,V,0.805
571.871,graph,VCC_SOC_I,A,3.9248
571.921,graph,VCC_SOC,W,3.1664
571.921,graph,VCC_PMC_V,V,0.8788
571.921,graph,VCC_PMC_I,A,0.152
571.921,graph,VCC_PMC,W,0.1336
571.921,graph,VCC_PSFP_V,V,0.88
571.921,graph,VCC_PSFP_I,A,0.1895
571.921,graph,VCC_PSFP,W,0.1648
571.921,graph,VCC_PSLP_CPM5_V,V,0.8788
571.921,graph,VCC_PSLP_CPM5_I,A,1.9581
571.921,graph,VCC_PSLP_CPM5,W,1.7167
571.921,graph,VCC1V1_LP4_V,V,1.1025
571.921,graph,VCC1V1_LP4_I,A,1.09
571.972,graph,VCC1V1_LP4,W,1.1953
571.972,graph,VCCAUX_V,V,1.5025
571.972,graph,VCCAUX_I,A,0.7575
571.972,graph,VCCAUX,W,1.1384
571.972,graph,VCCAUX_PMC_V,V,1.5025
571.972,graph,VCCAUX_PMC_I,A,0.088
571.972,graph,VCCAUX_PMC,W,0.132
572.473,graph,VCCINT_V,V,0.805
572.473,graph,VCCINT_I,A,4.8734
572.473,graph,VCCINT,W,3.9065
572.473,graph,VCC_SOC_V,V,0.805
572.473,graph,VCC_SOC_I,A,3.9202
572.473,graph,VCC_SOC,W,3.1473
572.524,graph,VCC_PMC_V,V,0.8775
572.524,graph,VCC_PMC_I,A,0.1515
572.524,graph,VCC_PMC,W,0.1328
572.524,graph,VCC_PSFP_V,V,0.8813
572.524,graph,VCC_PSFP_I,A,0.19
572.524,graph,VCC_PSFP,W,0.1679
572.524,graph,VCC_PSLP_CPM5_V,V,0.8788
572.524,graph,VCC_PSLP_CPM5_I,A,1.9575
572.524,graph,VCC_PSLP_CPM5,W,1.7167
572.524,graph,VCC1V1_LP4_V,V,1.1013
572.524,graph,VCC1V1_LP4_I,A,1.09
572.524,graph,VCC1V1_LP4,W,1.1953
572.574,graph,VCCAUX_V,V,1.5037
572.574,graph,VCCAUX_I,A,0.758
572.574,graph,VCCAUX,W,1.1414
572.574,graph,VCCAUX_PMC_V,V,1.5025
572.574,graph,VCCAUX_PMC_I,A,0.088
572.574,graph,VCCAUX_PMC,W,0.132
573.075,graph,VCCINT_V,V,0.805
573.075,graph,VCCINT_I,A,4.7757
573.075,graph,VCCINT,W,3.7845
573.126,graph,VCC_SOC_V,V,0.8062
573.126,graph,VCC_SOC_I,A,3.9248
573.126,graph,VCC_SOC,W,3.1473
573.126,graph,VCC_PMC_V,V,0.8775
573.126,graph,VCC_PMC_I,A,0.152
573.126,graph,VCC_PMC,W,0.1336
573.126,graph,VCC_PSFP_V,V,0.8813
573.126,graph,VCC_PSFP_I,A,0.19
573.126,graph,VCC_PSFP,W,0.1679
573.126,graph,VCC_PSLP_CPM5_V,V,0.8788
573.126,graph,VCC_PSLP_CPM5_I,A,1.9581
573.176,graph,VCC_PSLP_CPM5,W,1.7213
573.176,graph,VCC1V1_LP4_V,V,1.1025
573.176,graph,VCC1V1_LP4_I,A,1.09
573.176,graph,VCC1V1_LP4,W,1.1953
573.176,graph,VCCAUX_V,V,1.5037
573.176,graph,VCCAUX_I,A,0.759
573.176,graph,VCCAUX,W,1.1414
573.176,graph,VCCAUX_PMC_V,V,1.5025
573.176,graph,VCCAUX_PMC_I,A,0.088
573.176,graph,VCCAUX_PMC,W,0.132
573.678,graph,VCCINT_V,V,0.805
573.678,graph,VCCINT_I,A,4.7513
573.678,graph,VCCINT,W,3.7845
573.728,graph,VCC_SOC_V,V,0.8062
573.728,graph,VCC_SOC_I,A,3.9248
573.728,graph,VCC_SOC,W,3.1473
573.728,graph,VCC_PMC_V,V,0.8775
573.728,graph,VCC_PMC_I,A,0.152
573.728,graph,VCC_PMC,W,0.1328
573.728,graph,VCC_PSFP_V,V,0.8813
573.728,graph,VCC_PSFP_I,A,0.1895
573.728,graph,VCC_PSFP,W,0.1679
573.728,graph,VCC_PSLP_CPM5_V,V,0.8788
573.728,graph,VCC_PSLP_CPM5_I,A,1.9581
573.728,graph,VCC_PSLP_CPM5,W,1.7167
573.778,graph,VCC1V1_LP4_V,V,1.1025
573.778,graph,VCC1V1_LP4_I,A,1.175
573.778,graph,VCC1V1_LP4,W,1.2969
573.778,graph,VCCAUX_V,V,1.5037
573.778,graph,VCCAUX_I,A,0.759
573.778,graph,VCCAUX,W,1.1414
573.778,graph,VCCAUX_PMC_V,V,1.5025
573.778,graph,VCCAUX_PMC_I,A,0.088
573.778,graph,VCCAUX_PMC,W,0.132
574.330,graph,VCCINT_V,V,0.805
574.330,graph,VCCINT_I,A,4.8978
574.330,graph,VCCINT,W,3.9065
574.330,graph,VCC_SOC_V,V,0.8062
574.330,graph,VCC_SOC_I,A,3.9149
574.330,graph,VCC_SOC,W,3.1473
574.330,graph,VCC_PMC_V,V,0.8775
574.330,graph,VCC_PMC_I,A,0.1515
574.330,graph,VCC_PMC,W,0.1328
574.330,graph,VCC_PSFP_V,V,0.88
574.330,graph,VCC_PSFP_I,A,0.19
574.330,graph,VCC_PSFP,W,0.1648
574.330,graph,VCC_PSLP_CPM5_V,V,0.8788
574.330,graph,VCC_PSLP_CPM5_I,A,1.9575
574.330,graph,VCC_PSLP_CPM5,W,1.7167
574.330,graph,VCC1V1_LP4_V,V,1.1013
574.381,graph,VCC1V1_LP4_I,A,1.085
574.381,graph,VCC1V1_LP4,W,1.1953
574.381,graph,VCCAUX_V,V,1.5037
574.381,graph,VCCAUX_I,A,0.7585
574.381,graph,VCCAUX,W,1.1414
574.381,graph,VCCAUX_PMC_V,V,1.5025
574.381,graph,VCCAUX_PMC_I,A,0.088
574.381,graph,VCCAUX_PMC,W,0.132
574.882,graph,VCCINT_V,V,0.805
574.882,graph,VCCINT_I,A,4.8002
574.933,graph,VCCINT,W,3.9065
574.933,graph,VCC_SOC_V,V,0.8062
574.933,graph,VCC_SOC_I,A,3.9248
574.933,graph,VCC_SOC,W,3.1473
574.933,graph,VCC_PMC_V,V,0.8788
574.933,graph,VCC_PMC_I,A,0.1515
574.933,graph,VCC_PMC,W,0.1328
574.933,graph,VCC_PSFP_V,V,0.88
574.933,graph,VCC_PSFP_I,A,0.2269
574.933,graph,VCC_PSFP,W,0.2014
574.933,graph,VCC_PSLP_CPM5_V,V,0.8775
574.983,graph,VCC_PSLP_CPM5_I,A,1.9581
574.983,graph,VCC_PSLP_CPM5,W,1.7167
574.983,graph,VCC1V1_LP4_V,V,1.1025
574.983,graph,VCC1V1_LP4_I,A,1.09
574.983,graph,VCC1V1_LP4,W,1.1953
574.983,graph,VCCAUX_V,V,1.5025
574.983,graph,VCCAUX_I,A,0.7575
574.983,graph,VCCAUX,W,1.1414
574.983,graph,VCCAUX_PMC_V,V,1.5025
574.983,graph,VCCAUX_PMC_I,A,0.088
574.983,graph,VCCAUX_PMC,W,0.132
575.485,graph,VCCINT_V,V,0.805
575.485,graph,VCCINT_I,A,5.0248
575.485,graph,VCCINT,W,4.0286
575.535,graph,VCC_SOC_V,V,0.8062
575.535,graph,VCC_SOC_I,A,3.9202
575.535,graph,VCC_SOC,W,3.1473
575.535,graph,VCC_PMC_V,V,0.8775
575.535,graph,VCC_PMC_I,A,0.1515
575.535,graph,VCC_PMC,W,0.1328
575.535,graph,VCC_PSFP_V,V,0.88
575.535,graph,VCC_PSFP_I,A,0.1935
575.535,graph,VCC_PSFP,W,0.1709
575.535,graph,VCC_PSLP_CPM5_V,V,0.8788
575.535,graph,VCC_PSLP_CPM5_I,A,1.9575
575.585,graph,VCC_PSLP_CPM5,W,1.7167
575.585,graph,VCC1V1_LP4_V,V,1.1025
575.585,graph,VCC1V1_LP4_I,A,1.085
575.585,graph,VCC1V1_LP4,W,1.1953
575.585,graph,VCCAUX_V,V,1.5037
575.585,graph,VCCAUX_I,A,0.7575
575.585,graph,VCCAUX,W,1.1414
575.585,graph,VCCAUX_PMC_V,V,1.5025
575.585,graph,VCCAUX_PMC_I,A,0.088
575.585,graph,VCCAUX_PMC,W,0.132
576.137,graph,VCCINT_V,V,0.805
576.137,graph,VCCINT_I,A,4.9515
576.137,graph,VCCINT,W,4.0286
576.137,graph,VCC_SOC_V,V,0.8062
576.137,graph,VCC_SOC_I,A,3.9202
576.137,graph,VCC_SOC,W,3.1473
576.137,graph,VCC_PMC_V,V,0.8775
576.137,graph,VCC_PMC_I,A,0.152
576.137,graph,VCC_PMC,W,0.1328
576.137,graph,VCC_PSFP_V,V,0.8813
576.137,graph,VCC_PSFP_I,A,0.195
576.137,graph,VCC_PSFP,W,0.174
576.137,graph,VCC_PSLP_CPM5_V,V,0.8788
576.137,graph,VCC_PSLP_CPM5_I,A,1.9575
576.137,graph,VCC_PSLP_CPM5,W,1.7213
576.187,graph,VCC1V1_LP4_V,V,1.1013
576.187,graph,VCC1V1_LP4_I,A,1.085
576.187,graph,VCC1V1_LP4,W,1.1953
576.187,graph,VCCAUX_V,V,1.5037
576.187,graph,VCCAUX_I,A,0.757
576.187,graph,VCCAUX,W,1.1414
576.187,graph,VCCAUX_PMC_V,V,1.5025
576.187,graph,VCCAUX_PMC_I,A,0.088
576.187,graph,VCCAUX_PMC,W,0.132
576.739,graph,VCCINT_V,V,0.805
576.739,graph,VCCINT_I,A,4.3997
576.739,graph,VCCINT,W,3.5403
576.739,graph,VCC_SOC_V,V,0.8062
576.739,graph,VCC_SOC_I,A,3.9202
576.739,graph,VCC_SOC,W,3.1473
576.739,graph,VCC_PMC_V,V,0.8775
576.739,graph,VCC_PMC_I,A,0.151
576.739,graph,VCC_PMC,W,0.1328
576.739,graph,VCC_PSFP_V,V,0.8813
576.739,graph,VCC_PSFP_I,A,0.19
576.739,graph,VCC_PSFP,W,0.1648
576.790,graph,VCC_PSLP_CPM5_V,V,0.8775
576.790,graph,VCC_PSLP_CPM5_I,A,1.9575
576.790,graph,VCC_PSLP_CPM5,W,1.7167
576.790,graph,VCC1V1_LP4_V,V,1.1013
576.790,graph,VCC1V1_LP4_I,A,1.085
576.790,graph,VCC1V1_LP4,W,1.1875
576.790,graph,VCCAUX_V,V,1.5025
576.790,graph,VCCAUX_I,A,0.7575
576.790,graph,VCCAUX,W,1.1384
576.790,graph,VCCAUX_PMC_V,V,1.5037
576.790,graph,VCCAUX_PMC_I,A,0.088
576.790,graph,VCCAUX_PMC,W,0.132
577.342,graph,VCCINT_V,V,0.805
577.342,graph,VCCINT_I,A,5.0248
577.342,graph,VCCINT,W,4.0286
577.342,graph,VCC_SOC_V,V,0.8062
577.342,graph,VCC_SOC_I,A,3.9248
577.342,graph,VCC_SOC,W,3.1664
577.342,graph,VCC_PMC_V,V,0.8775
577.342,graph,VCC_PMC_I,A,0.1515
577.342,graph,VCC_PMC,W,0.1328
577.342,graph,VCC_PSFP_V,V,0.88
577.342,graph,VCC_PSFP_I,A,0.2005
577.342,graph,VCC_PSFP,W,0.174
577.393,graph,VCC_PSLP_CPM5_V,V,0.8788
577.393,graph,VCC_PSLP_CPM5_I,A,1.9581
577.393,graph,VCC_PSLP_CPM5,W,1.7213
577.393,graph,VCC1V1_LP4_V,V,1.1013
577.393,graph,VCC1V1_LP4_I,A,1.085
577.393,graph,VCC1V1_LP4,W,1.1953
577.393,graph,VCCAUX_V,V,1.5025
577.393,graph,VCCAUX_I,A,0.759
577.393,graph,VCCAUX,W,1.1414
577.393,graph,VCCAUX_PMC_V,V,1.5025
577.393,graph,VCCAUX_PMC_I,A,0.0875
577.393,graph,VCCAUX_PMC,W,0.132
577.945,graph,VCCINT_V,V,0.805
577.945,graph,VCCINT_I,A,4.5267
577.945,graph,VCCINT,W,3.6624
577.945,graph,VCC_SOC_V,V,0.8062
577.945,graph,VCC_SOC_I,A,3.9202
577.945,graph,VCC_SOC,W,3.1473
577.945,graph,VCC_PMC_V,V,0.8788
577.945,graph,VCC_PMC_I,A,0.152
577.945,graph,VCC_PMC,W,0.1328
577.945,graph,VCC_PSFP_V,V,0.88
577.945,graph,VCC_PSFP_I,A,0.192
577.945,graph,VCC_PSFP,W,0.1679
577.945,graph,VCC_PSLP_CPM5_V,V,0.8788
577.995,graph,VCC_PSLP_CPM5_I,A,1.9575
577.995,graph,VCC_PSLP_CPM5,W,1.7167
577.995,graph,VCC1V1_LP4_V,V,1.1025
577.995,graph,VCC1V1_LP4_I,A,1.09
577.995,graph,VCC1V1_LP4,W,1.1953
577.995,graph,VCCAUX_V,V,1.5037
577.995,graph,VCCAUX_I,A,0.759
577.995,graph,VCCAUX,W,1.1384
577.995,graph,VCCAUX_PMC_V,V,1.5025
577.995,graph,VCCAUX_PMC_I,A,0.088
577.995,graph,VCCAUX_PMC,W,0.132
578.547,graph,VCCINT_V,V,0.805
578.547,graph,VCCINT_I,A,4.6976
578.547,graph,VCCINT,W,3.7845
578.547,graph,VCC_SOC_V,V,0.8062
578.547,graph,VCC_SOC_I,A,3.9202
578.547,graph,VCC_SOC,W,3.1473
578.547,graph,VCC_PMC_V,V,0.8775
578.547,graph,VCC_PMC_I,A,0.152
578.547,graph,VCC_PMC,W,0.1336
578.547,graph,VCC_PSFP_V,V,0.8813
578.598,graph,VCC_PSFP_I,A,0.1935
578.598,graph,VCC_PSFP,W,0.1679
578.598,graph,VCC_PSLP_CPM5_V,V,0.8788
578.598,graph,VCC_PSLP_CPM5_I,A,1.9575
578.598,graph,VCC_PSLP_CPM5,W,1.7167
578.598,graph,VCC1V1_LP4_V,V,1.1013
578.598,graph,VCC1V1_LP4_I,A,1.09
578.598,graph,VCC1V1_LP4,W,1.1953
578.598,graph,VCCAUX_V,V,1.5025
578.598,graph,VCCAUX_I,A,0.7595
578.598,graph,VCCAUX,W,1.1414
578.648,graph,VCCAUX_PMC_V,V,1.5025
578.648,graph,VCCAUX_PMC_I,A,0.088
578.648,graph,VCCAUX_PMC,W,0.132
579.150,graph,VCCINT_V,V,0.805
579.150,graph,VCCINT_I,A,4.849
579.150,graph,VCCINT,W,3.7845
579.150,graph,VCC_SOC_V,V,0.8062
579.150,graph,VCC_SOC_I,A,3.9248
579.150,graph,VCC_SOC,W,3.1473
579.150,graph,VCC_PMC_V,V,0.8775
579.150,graph,VCC_PMC_I,A,0.1515
579.150,graph,VCC_PMC,W,0.1328
579.150,graph,VCC_PSFP_V,V,0.88
579.150,graph,VCC_PSFP_I,A,0.4445
579.200,graph,VCC_PSFP,W,0.3907
579.200,graph,VCC_PSLP_CPM5_V,V,0.8775
579.200,graph,VCC_PSLP_CPM5_I,A,1.9575
579.200,graph,VCC_PSLP_CPM5,W,1.7167
579.200,graph,VCC1V1_LP4_V,V,1.1025
579.200,graph,VCC1V1_LP4_I,A,1.085
579.200,graph,VCC1V1_LP4,W,1.1953
579.200,graph,VCCAUX_V,V,1.5037
579.200,graph,VCCAUX_I,A,0.7585
579.200,graph,VCCAUX,W,1.1414
579.200,graph,VCCAUX_PMC_V,V,1.5025
579.200,graph,VCCAUX_PMC_I,A,0.088
579.250,graph,VCCAUX_PMC,W,0.132
579.752,graph,VCCINT_V,V,0.805
579.752,graph,VCCINT_I,A,5.0492
579.752,graph,VCCINT,W,4.0286
579.752,graph,VCC_SOC_V,V,0.8062
579.752,graph,VCC_SOC_I,A,3.9202
579.752,graph,VCC_SOC,W,3.1473
579.752,graph,VCC_PMC_V,V,0.8775
579.752,graph,VCC_PMC_I,A,0.152
579.752,graph,VCC_PMC,W,0.1328
579.802,graph,VCC_PSFP_V,V,0.8813
579.802,graph,VCC_PSFP_I,A,0.19
579.802,graph,VCC_PSFP,W,0.1679
579.802,graph,VCC_PSLP_CPM5_V,V,0.8788
579.802,graph,VCC_PSLP_CPM5_I,A,1.9581
579.802,graph,VCC_PSLP_CPM5,W,1.7167
579.802,graph,VCC1V1_LP4_V,V,1.1013
579.802,graph,VCC1V1_LP4_I,A,1.085
579.802,graph,VCC1V1_LP4,W,1.1953
579.802,graph,VCCAUX_V,V,1.5037
579.802,graph,VCCAUX_I,A,0.7575
579.802,graph,VCCAUX,W,1.1414
579.802,graph,VCCAUX_PMC_V,V,1.5025
579.802,graph,VCCAUX_PMC_I,A,0.0885
579.802,graph,VCCAUX_PMC,W,0.1328
580.354,graph,VCCINT_V,V,0.805
580.354,graph,VCCINT_I,A,4.8734
580.354,graph,VCCINT,W,3.9065
580.354,graph,VCC_SOC_V,V,0.8062
580.354,graph,VCC_SOC_I,A,3.94
580.354,graph,VCC_SOC,W,3.1664
580.354,graph,VCC_PMC_V,V,0.8775
580.354,graph,VCC_PMC_I,A,0.152
580.354,graph,VCC_PMC,W,0.1336
580.405,graph,VCC_PSFP_V,V,0.88
580.405,graph,VCC_PSFP_I,A,0.4605
580.405,graph,VCC_PSFP,W,0.4059
580.405,graph,VCC_PSLP_CPM5_V,V,0.8788
580.405,graph,VCC_PSLP_CPM5_I,A,1.9575
580.405,graph,VCC_PSLP_CPM5,W,1.7167
580.405,graph,VCC1V1_LP4_V,V,1.1025
580.405,graph,VCC1V1_LP4_I,A,1.085
580.405,graph,VCC1V1_LP4,W,1.1875
580.405,graph,VCCAUX_V,V,1.5025
580.405,graph,VCCAUX_I,A,0.759
580.405,graph,VCCAUX,W,1.1414
580.455,graph,VCCAUX_PMC_V,V,1.5025
580.455,graph,VCCAUX_PMC_I,A,0.088
580.455,graph,VCCAUX_PMC,W,0.132
580.957,graph,VCCINT_V,V,0.805
580.957,graph,VCCINT_I,A,4.6976
580.957,graph,VCCINT,W,3.7845
580.957,graph,VCC_SOC_V,V,0.8062
